channel,username,message,date,length,keyword_count,pattern_count,risk_score,_id
Tonkeeper News,tonkeeper_news,"❤️Advanced Features and Flexibility with Tonkeeper Pro

🔐 Tonkeeper Pro is designed for users who need more control, flexibility, and security when managing digital assets. With advanced tools, multi-platform support, and enhanced transactions, it streamlines crypto management for both individuals and businesses.

🔹 Key Features:

Multi-Send – Send up to 255 transactions at once for bulk payments, giveaways, or token distributions.
Multisig Wallets – Secure transactions with multi-signature approvals—ideal for teams, DAOs, and businesses.
Multi-Accounts – Organize holdings, airdrops, and NFTs under one account.
Gasless Transactions & Tonkeeper Battery – Swap & transfer select tokens without holding TON for fees.
Gift Battery – Send Battery charges to friends, ensuring seamless transactions.
Ledger Support – Keep private keys offline with Ledger hardware integration.

Flexible Access:
Free Version – Essential features for secure and smooth crypto transactions.
Pro Subscription – Unlocks automation, bulk transactions, and enhanced security for power users, businesses, and developers.

🌍 Available on All Major Platforms – Use Tonkeeper Pro on iPad, Linux, Web, and Desktop.

Download Tonkeeper Pro  tonkeeper.com/pro
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2025-02-20 18:00:28+00:00,1285,0,0,-0.1512007744589613,67d4738109cc510e4c1c663f
Tonkeeper News,tonkeeper_news,"🥳 Tonkeeper Adventure Rewards are Coming!

In Season 2 of Tonkeeper Adventure, we were supported by our partners – EVAA, Getgems, and Tonstakers. We’ve tallied up the results and are thrilled to announce the winners of Tonkeeper, Getgems and EVAA blocks. Check this document.

The prize pool will be delivered to your wallets within three days. 👀 Keep an eye on your wallets!

💰 Prizes: $15,000 in rewards & 1,000,000 EVAA XP pool!

Reminder: Those who completed Tonkeeper’s tasks will receive the unique Tonkeeper SBT – Arctic Cyan SBT. 

It is unique collectible available only during the second season of our campaign. Radiating a sleek icy cyan, this SBT is a token of your participation in this exciting chapter of the TON ecosystem.

Thank you for your patience and for being part of the adventure! 💎

Download Tonkeeper tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2025-02-14 21:13:04+00:00,894,0,0,-0.14200915113023765,67d4738109cc510e4c1c6640
Tonkeeper News,tonkeeper_news,"🔍 Spotting Testnet Scams and Protecting Your Funds

Scammers are tricking users by sending testnet TON instead of mainnet TON, making it seem like a legitimate payment. Once the victim sends crypto or an item in return, the scammer disappears—leaving them with worthless testnet funds.

How to Protect Yourself:

🔹 Check if your wallet is on the mainnet. Testnet and mainnet are completely separate networks—you cannot send funds between them.
🔹 Verify your wallet address format. Mainnet addresses always start with UQ or EQ, while testnet addresses start with 0Q or KQ.
🔹 Use trusted P2P platforms for exchanges and always double-check transactions.
🔹 Be cautious. If a deal seems suspicious, don’t proceed.
🔹 Need help? Contact our support team at @tonkeeper.

👉 Stay alert and always confirm you’re on the mainnet before accepting payments!

Download Tonkeeper tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2025-02-14 15:00:42+00:00,932,0,0,-0.1326979950281021,67d4738109cc510e4c1c6641
Tonkeeper News,tonkeeper_news,"🔋 W5 Gasless Transactions with Tonkeeper 

Tonkeeper makes transacting and life on crypto effortless. With Battery & Gasless Transactions, you can swap tokens, transfer assets, and explore TON dApps without needing to buy TON first. Tonkeeper offers multiple ways to cover fees, including major tokens, in-app purchases, and flexible alternatives, so you can focus on what matters—getting the most out of your crypto experience.

W5 Gasless Transactions – Swap and transfer select tokens without holding TON for gas. Fees are covered directly from your balance in: 

TON, USDT, jUSDT, NOT, tsTON, DOGS, CATI, HMSTR, CATS, X, MAJOR, PX, and BUILD.

Tonkeeper Battery – A prepaid balance that automatically covers transaction fees when you don’t have TON. Charge it using a variety of supported tokens and cards, and use it for NFTs, staking, swaps, and more. 

Tonkeeper Battery supports: 

USDT, DOGS, NOT, TON, CATI, CATS, tsTON, X, MAJOR, PX, BUILD.

Choose from three preset packs of small, medium, and large. Or enter any manual amount for custom top-ups.

🎁 Gift Battery: Give the gift of transaction freedom! With the Gift Battery feature, simply enter a recipient’s wallet address and send them as many charges as you like.

💡 What’s the difference?

Gasless – No extra setup, works only for select fungible tokens. Gasless transactions work only with W5 standard. 

Battery – Covers fees for all transactions, including NFTs and DeFi actions.

Top up your Tonkeeper Battery today and cover fees with ease!⚡️

Download Tonkeeper tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2025-02-07 17:01:28+00:00,1603,0,0,-0.024580620884992466,67d4738109cc510e4c1c6642
Tonkeeper News,tonkeeper_news,"Tonkeeper Adventure Season 2 has officially ended!🎉

Season 2 of Tonkeeper Adventure has ended, and we would like to thank everyone who participated and explored the TON ecosystem with us and our partners Evaa, Getgems, and Tonstakers. Participants used Tonkeeper’s features and partner dApps to unlock rewards, experience DeFi utilities, stake TON, and collect unique NFTs.

📜 Prize distribution:

Winners will be chosen randomly and announced next week. Prizes will also be distributed by the end of next week—keep an eye on your wallet!

Also, all participants who complete quests from Tonkeeper will receive a unique Arctic Cyan Tonkeeper SBT, a unique collectible available only during the second season of our campaign. Radiating a sleek icy cyan, this SBT is a token of your participation in this exciting chapter of the TON ecosystem.

What’s Next?

Bigger rewards, exciting new tasks, and even more ways to win. We hope these adventures bring discoveries on TON, and the next one will offer even more ways to explore life in crypto.

See you on the next journey! 🚀

Download Tonkeeper tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2025-02-04 15:00:28+00:00,1161,0,0,-0.19493777880239804,67d4738109cc510e4c1c6643
Tonkeeper News,tonkeeper_news,"📲 Access dApps directly in Tonkeeper

Accessing the TON ecosystem has never been more seamless. With Tonkeeper’s in-app browser, you can explore some of the most popular dApps on TON, including DeFi platforms, NFT marketplaces, and utilities for living life and making purchases on crypto. The browser section is your gateway to discover new Telegram dApps and try new updates, like turning Telegram digital gifts into tradable NFTs. Get access to dApps in the mobile Tonkeeper app and @tonkeeper.

⚡️DeFi Opportunities

Easily stake, swap, and explore yield farming on top DeFi platforms.

🌍 Digital Nomad Tools

Enjoy discounted purchases with crypto for everything from VPNs to gift cards and subscriptions.

🎨 NFT Collectibles

Discover unique NFTs, including Telegram usernames and private numbers, to collect and trade.

Explore and earn rewards with Tonkeeper Adventure, running until February 3 in partnership with Tonstakers, Evaa, and Getgems. Don’t miss out—start completing Tonkeeper Adventure tasks today and secure your spot in the reward pool!

You can earn rewards by completing Tonkeeper tasks in dApps across the TON ecosystem. Currently, there are bonus reward opportunities in @JoinRoko. Head to Quests and then Satellites to complete Tonkeeper tasks and stack extra rewards!

Download Tonkeeper tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2025-01-29 11:03:17+00:00,1383,0,0,-0.12970888681246356,67d4738109cc510e4c1c6644
Tonkeeper News,tonkeeper_news,"🔋 Exciting news for PX holders—you can now top up your Tonkeeper Battery using PX!

Tonkeeper now supports tokens from Not Pixel! PX holders can now conveniently use their tokens to cover transaction fees with Tonkeeper Battery. Seamlessly charge your battery in just a few taps and enjoy smooth token transfers, swaps, and NFT transactions.

⚡️ How It Works:

1️⃣ Open Tonkeeper;
2️⃣ Transfer your PX to Tonkeeper;
3️⃣ Use PX to purchase battery charges instantly.

Or use this link to open the app immediately and top up your Battery balance in PX!

Download Tonkeeper tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2025-01-25 10:15:00+00:00,638,0,0,-0.13195135308537992,67d4738109cc510e4c1c6645
Tonkeeper News,tonkeeper_news,"🎉 A quick reminder: Season 2 of Tonkeeper Adventure is live! 

Step into the world of crypto and experience how seamless, rewarding, and exciting life on the TON ecosystem can be. Complete exciting tasks, and unlock rewards with our partners Evaa, Getgems, and Tonstakers. Whether you participated in Season 1 or are joining for the first time, everyone is welcome! 🌟

Already joined Season 1? Great news! You can still take part in Season 2 and earn another unique Tonkeeper SBT. Those who collect every season’s SBT will receive a bonus reward at the end!

💰 Prizes: $15,000 in rewards & 1,000,000 EVAA XP pool!

Prize Distribution: 

100 winners will receive $20 each 
200 winners will receive $10 each 
200 winners will receive $5 each 

For EVAA, the 1,000,000 EVAA XP rewards pool will be evenly distributed among all participants who meet the qualification requirements.

How to Participate?

1.🧭 Join the adventure here.
2. Complete Tonkeeper and Partner tasks across all four blocks.
3. Learn, engage, and win rewards!

⏰ Event Ends Feb 3, So finish while you can!

Don’t miss your chance to explore, learn, and win in the TON ecosystem.

Download Tonkeeper tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2025-01-22 16:04:54+00:00,1234,0,0,-0.1693234058835798,67d4738109cc510e4c1c6646
Tonkeeper News,tonkeeper_news,"🚀With Tonkeeper by your side as your go-to non-custodial wallet, you can explore a world of mini apps on Telegram and TON—from gaming and finance to productivity and social tools.

Today, we’re diving into Memhash — a mini-application that became a phenomenon, the first game with mining mechanics that set a new meta in the ecosystem. Memhash is one of the ecosystem’s most successful applications, excelling in both revenue and user engagement.Its popularity reached such heights that Pavel Durov mentioned the game on his social media, highlighting its impact and uniqueness.

⛏️ But what exactly is mining? It’s the process of confirming transactions and adding them to the blockchain. Miners validate data and secure the network, earning cryptocurrency rewards for their work.

Memhash mimics this process, where users compete to find valid hashes and earn block rewards. Mining requires energy, which replenishes over time and can be boosted through daily quests, upgrades, and in-app purchases.

With a 1B total supply and an inflationary model, rewards start at 500 tokens per block and gradually increase. The game also features halving, reducing rewards by 1% every 10K blocks until they stabilize at 10%.

Building on its innovative foundation, Memhash is among the first to adopt the Jetton Airdrop feature* through TonConsole, setting a new milestone in its in-game economy. This integration offers players a simple way to claim rewards directly via Tonkeeper, enhancing both the in-game economy and player experience.

By combining mining-inspired mechanics, a sustainable economy, and seamless token distribution, Memhash continues to lead the way in blockchain gaming.

*The Jetton Airdrop feature is an external API for claiming tokens. Partners will connect to this API and users can easily redeem tokens or rewards.

The information provided by Tonkeeper and any related services, content or materials is for general informational purposes only. It does not constitute financial, investment, trading, or other professional advice. Before making any financial or trading decisions, you should consult with a qualified financial advisor. Tonkeeper assumes no responsibility for any losses or damages resulting from reliance on the information provided or use of its services.

Download Tonkeeper tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2025-01-21 18:37:11+00:00,2380,0,0,0.05935230488625376,67d4738209cc510e4c1c6647
Tonkeeper News,tonkeeper_news,"Welcome to all our new community members!🎉

And a big thank you to everyone who's been with us on this journey 💙

We're honored to have you as part of the Tonkeeper community. Tonkeeper is more than just a wallet—it's your gateway to the TON ecosystem and life on crypto. Whether you're new to the world of crypto, a seasoned degen, or simply exploring out of curiosity, Tonkeeper is here for every step of your journey. 

With Tonkeeper, managing your digital assets is simple, seamless, and user-friendly. Explore a world of possibilities, like:

✅ Built-in exchanges
✅ Staking opportunities
✅ NFT functionality
✅ Easy interaction with mini-apps

All of this is packed into one intuitive and secure app designed to make crypto simple and accessible. As you can see, even buying and selling crypto is as easy as a few taps! 💡

Need help? Contact our AI bot @tonkeeper or email support@tonkeeper.com.
But remember, we will NEVER DM you first—stay vigilant and keep your assets safe!

Welcome aboard, and enjoy exploring the TON ecosystem with Tonkeeper! 💎

Download Tonkeeper tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2025-01-16 10:00:01+00:00,1143,0,0,-0.20353751036842155,67d4738209cc510e4c1c6648
Tonkeeper News,tonkeeper_news,"🚀 Tonkeeper Adventure: Extended Holiday Season

Season 2 of Tonkeeper Adventure is here—an Extended Holiday Season that’s all about starting the year by exploring what life on crypto really looks like. We’re extending Holidays with more rewards and exciting tasks to help you dive into the TON ecosystem, learn, and discover tools that make crypto simple and useful every day.

In collaboration with Evaa for DeFi solutions, Getgems as your go-to NFT marketplace, and Tonstakers for trusted staking, we’ve designed a fun, gamified experience to show how seamless and rewarding exploring TON can be. 

⏰ Season 2 Duration: 13.01-3.02

How It Works 

The season is divided into four blocks, each with specific tasks that unlock new opportunities and rewards. Complete tasks across blocks to unlock rewards! 
You'll start by exploring Tonkeeper, then take on partner challenges to learn even more about EVAA, Getgems, and Tonstakers. 

🏆 Prize Pool

- Tonstakers – $5,000 USDT prize pool
- Tonkeeper – $5,000 USDT prize pool
- Getgems – $5,000 USDT prize pool
- EVAA – 1,000,000 EVAA XP rewards pool

💰 Prize Distribution

The total prize pool will be distributed randomly among participants who complete each partner’s block. For Tonstakers, Tonkeeper, and Getgems, the prizes are allocated as follows:

- 100 winners will receive $20 each
- 200 winners will receive $10 each
- 200 winners will receive $5 each

For EVAA, the 1,000,000 EVAA XP rewards pool will be evenly distributed among all participants who meet the qualification requirements.

Exclusive Tonkeeper SBT

Claim the Arctic Cyan Tonkeeper SBT, a unique collectible available only during the second season of our campaign. Radiating a sleek icy cyan, this SBT is a token of your participation in this exciting chapter of the TON ecosystem.

🧭 How to Get Started

1. Join the Tonkeeper Adventure from Mobile.
2. Complete Tonkeeper and Partner tasks across all four blocks.
3. Learn, engage, and win rewards!

Don’t miss your chance to start the year with Tonkeeper Adventure and discover all that life on the TON ecosystem has to offer.

Download Tonkeeper tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2025-01-13 13:17:47+00:00,2187,0,0,0.01181543003780916,67d4738209cc510e4c1c6649
Tonkeeper News,tonkeeper_news,"DAOs: Where Web3 and Community Merge

DAOs represent the merging of Web3 innovation with decentralized communities. As the TON ecosystem grows, Tonkeeper becomes an essential tool, empowering users to securely explore decentralized tools and connect with vibrant communities.

🔍 What is a DAO?

A DAO is a decentralized organization where members make decisions collectively. From managing treasuries to funding projects and investing in DeFi or NFTs, DAOs eliminate intermediaries and bring transparency to every action.

🚀 What’s New?

Today, we announce a strategic partnership with XDAO (Try it here), recognizing Tonkeeper as a key partner in the TON ecosystem. This collaboration brings seamless DAO creation and management directly into the TON ecosystem.

TONxDAO is currently an educational platform for millions to learn about DAOs. With upcoming smart contract integration, users will soon be able to create and manage legally compliant on-chain organizations directly on the TON network within Telegram. This evolution will transform TONxDAO into a full-fledged DAO builder, unlocking even more possibilities for users.

💡 About XDAO

XDAO is an international ecosystem that enables the creation of digital organizations across 40+ blockchains. Its powerful open-source platform lets users manage digital assets, build communities, and leverage DAO technology to bridge real-world activities into the digital space.

The XDAO team envisions a future built on transparent, secure, and accessible technologies. From pooling resources to create physical and digital assets to managing collective funds and engaging in social change, XDAO empowers individuals and communities to embrace the potential of DAOs.

🔑 Why Explore DAOs with XDAO?

- Manage treasuries for DeFi, NFT, or GameFi projects.
- Organize transparent fundraising through token sales or grants.
- Collaborate seamlessly with startups, charities, and freelance groups.

As part of this collaboration, you can now find TONxDAO in the Tonkeeper app. Whether you're exploring DAOs, managing assets, or interacting with mini apps like XDAO’s Telegram bot, Tonkeeper is your gateway to decentralized innovation and the growing TON ecosystem.

Download Tonkeeper tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2025-01-10 14:50:00+00:00,2299,0,0,0.00986966030648273,67d4738209cc510e4c1c664a
Tonkeeper News,tonkeeper_news,"Power Your Crypto Journey with Tonkeeper Battery! 🔋

When gas fees slow you down, Tonkeeper Battery keeps you going ⚡️. Breeze through every transaction without stopping to buy TON for gas. Just charge up with a credit card, stablecoins, NOT, or DOGS, and keep your crypto moving. 

Tonkeeper Battery has already powered over 8 million transactions since April 2024 — making life on crypto faster and easier for thousands of users! 

Looking to send Battery to someone? 🎁 

1. Open Settings
2. Click Battery Gift 
3. Enter the recipient’s address and send it to your friend.

Don't forget to like this Video and subscribe to our YouTube channel for more exciting content!✨

Download Tonkeeper tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2025-01-07 14:35:11+00:00,760,0,0,-0.1583330051285749,67d4738209cc510e4c1c664b
Tonkeeper News,tonkeeper_news,"Life on Crypto with Tonkeeper ✨

Your Tonkeeper wallet isn’t just for holding crypto—it’s your go-to hub for tools and services that fit into everyday life. 🌍

Imagine topping up your phone with an eSIM while traveling, securing your connection with a VPN, or grabbing a last-minute gift card —all in a few taps. With Tonkeeper, crypto becomes a part of your routine when you need it most.

🎅Tonkeeper is pulling a Santa move this holiday season with great deals in partnership with Tokenstore and Ton VPN.

Tokenstore Rewards (Dec 27 – Jan 5)

Buy Amazon, Steam, or even Uber gift cards from Tokenstore in the Browser tab, and you could be 1 of 100 random winners to score:

💸Battery top-ups and cashback in $TON:

- Spend $100+ – $4 cashback + small battery top-up.
- Spend $200+ – $10 cashback + medium battery top-up.
- Spend $400+ – $30 cashback + large battery top-up.

🛒Open Tokenstore & Participate:

1. Open your Tonkeeper app.
2. Tap Browser and under Digital Nomads, select Tokenstore.
3. Make a purchase over $100 with your Tonkeeper wallet and automatically qualify.

🏆Winners announced within a week of campaign completion!

✨Ton VPN (Dec 29–31)

🔒Get up to 60% off Ton VPN:

1. Open your Tonkeeper app.
2. Tap Browser and under Utilities, find Ton VPN.
3. Discount is automatically applied when purchasing with your Tonkeeper wallet.

Download Tonkeeper   tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2024-12-27 17:30:57+00:00,1438,0,0,-0.10417892143941132,67d4738209cc510e4c1c664c
Tonkeeper News,tonkeeper_news,"💎TON Wrapped 2024 — Your On-Chain Highlights!

Celebrate your year in the TON ecosystem with a mini-app designed just for you—relive your milestones, including transaction volume, favorite tokens, and rewards.

🎁Claim gifts including an AI avatar, a unique image of your TON identity, and TON Society SBT, your exclusive 2024 badge.

Check your TON Highlights: 

Open the TON Wrapped 2024 mini-app on Telegram and connect your Tonkeeper wallet. 

🌟Reflect, share, and celebrate with TON Wrapped 2024!

Download Tonkeeper   tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2024-12-27 15:31:10+00:00,590,0,0,-0.14812571044836115,67d4738209cc510e4c1c664d
Tonkeeper News,tonkeeper_news,"🚀 Big News: Tonkeeper’s New Native iOS App!

We’ve transitioned from React Native to a fully native iOS app, delivering exciting improvements:

-Faster performance and smoother navigation
-Enhanced security features
-Sleek, optimized design for iOS

Download the updated app from the App Store or visit Tonkeeper.com.

Need help? Contact our AI bot @tonkeeper or email support@tonkeeper.com.

Thank you for being part of the Tonkeeper community—more updates are on the way!

Download Tonkeeper   tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2024-12-26 13:01:32+00:00,563,0,0,-0.15880596108411776,67d4738209cc510e4c1c664e
Tonkeeper News,tonkeeper_news,"📲 Tonkeeper Pro: Advanced Tools for Crypto Users, Now on iPad

Tonkeeper Pro is the extended version of Tonkeeper, designed for advanced users seeking faster, smoother crypto management. We are incredibly excited to announce that you can now access all Pro features with the all-new iPad app. Your favorite Pro tools on the go!

🔑 Why use Tonkeeper Pro?

Multi-Send

Send up to 255 transactions at once—ideal for bulk payments like salaries, giveaways, or token distributions. Automate processes effortlessly: enter addresses, add comments, and send. Save wallet details for future use.

Multisig Wallets

Add extra security with multisignature wallets requiring multiple approvals for transactions. Perfect for teams or businesses managing shared funds, ensuring no single user has full control.

Multi-Accounts

Manage multiple wallets seamlessly within one Tonkeeper account. Keep savings, business funds, and daily expenses organized, all in one place.

🔥 How to Download Tonkeeper Pro

1. Go to App Store on iPad and Download Tonkeeper Pro  
2. Open Tonkeeper Pro 
3. Select the Get Pro button in the bottom-left corner to subscribe.

Hurry! For a limited time, get the subscription for just 8 TON and start enjoying Pro features today. You can also use the free version of Tonkeeper Pro.

Download Tonkeeper Pro  tonkeeper.com/pro
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2024-12-24 16:30:00+00:00,1390,0,0,-0.13099824618078199,67d4738209cc510e4c1c664f
Tonkeeper News,tonkeeper_news,"🎮 New Minigames in Tonkeeper Browser on Telegram!

Three new exciting mini-games await you, friends! Race and drift in DRFT Party, cook up NFTs as a Master WONTON Chef, or build alliances and battle in the adventurous world of PinaMania. 

PinaMania is a server-fi game that combines exploration, mining, PVP/PVE battles, and alliances. It offers players an exciting adventure where strategy and skill unlock real-world rewards.

WONTON blends DeFi, NFTs, and gamification to create an engaging play-to-earn experience. Players can collect unique skins and bowls, cook on-chain NFTs, and invest in game assets while connecting with a vibrant community.

Get ready to race, merge, and drift in the WEB3 gaming universe with DRFT Party, brought to you by TonTon Games. Merge cars, unlock exclusive NFTs, and challenge rivals in races. Ready, set... drift!

Get Started: 

1. Open @tonkeeper
2. Connect Tonkeeper Wallet
3. Click Tonkeeper Browser and explore the Games section.

🚀Rewards, community, and excitement are just a game away!

Download Tonkeeper: tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2024-12-17 16:00:54+00:00,1122,0,0,-0.17351345469964075,67d4738209cc510e4c1c6650
Tonkeeper News,tonkeeper_news,"Last weekend before Christmas shopping!

Here's everything you might have missed about Tonkeeper and the TON ecosystem this week!

📈 $TON weekly range: $5.53 – $6.92

🌱 Ecosystem News:

1) The Open League Mid-Season Results: Farm airdrop points until Dec 17th!
2) TON Accelerator X ByBit: Apply with your project!
3) OKX Invests $5m into TON Ventures: dApp innovation is coming!
4) TON Studio Survey for Devs: Share your opinion!

📢 Content not to miss:

1) Native Trading wih Tradoor: Buy and sell with leverage.
2) Notcoin Launches Earn: Connect your Tonkeeper!
3) Tonkeeper Pro: Multisig, Multi-send, and Multi-accounts - all in one subscription!

Download Tonkeeper  tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2024-12-14 12:55:17+00:00,738,0,0,-0.14352468959684855,67d4738209cc510e4c1c6651
Tonkeeper News,tonkeeper_news,"🪙 Tonkeeper x Earn

Great news! Notcoin has launched @Earn — an easy way to earn crypto rewards. Just hold tokens and watch your earnings grow—no staking or extra steps!

Simply connect 💎 Tonkeeper, pick your pools, and enjoy hourly rewards

How to get started:

1. Open @Earn on Telegram.
2. Connect Tonkeeper.
3 Choose your pools — or join them all! TON, Notcoin, DOGS, and more tokens are waiting for you. 🔥

Download Tonkeeper  tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2024-12-11 18:36:51+00:00,499,0,0,-0.03190418752707769,67d4738209cc510e4c1c6652
Tonkeeper News,tonkeeper_news,"📊Meet Tradoor, your gateway to seamless trading on TON.

Tradoor integrates seamlessly with Tonkeeper, allowing you to trade with leverage while keeping full custody of your assets. With low gas fees, zero price slippage, a liquidity shield, and AI-powered security, Tradoor ensures a fair and secure trading experience for everyone.  

Special offer for new Tonkeeper users:

Trade with Tradoor using Tonkeeper and take part in an exclusive lucky draw to win $500 USDT and 50,000 $DOOR tokens.

Simply trade to win on Tradoor using Tonkeeper. Rewards will be distributed to the top new users automatically next week.

⌛️ This offer ends on Friday, 13/12, so start trading now before it's too late!

Get started on Tradoor with Tonkeeper:

- Open ‘Browser’ tab in your Tonkeeper Wallet. 
- Find the ‘DeFi’ section and tap the Tradoor icon.
- Tap 'Option'  at the bottom of the screen
- Tap ‘Connect’ at the bottom of the screen to link your wallet.
- Once the wallet is connected, you’re ready to start trading.

Trade with leverage on Tradoor in three ways:

- Perps Buy (Long) and Sell (Short) crypto with leverage without any expiry.
- Classic Options is like making a price prediction over a certain time. Place a Call option when prices might go up, or a Put option when prices might go down.
-'Double No Touch' (DNT) Options are perfect for when the market is quiet, and you expect low price volatility. Each DNT trade has an upper and lower price level (triggers) - but your strike price must stay in the middle of these triggers!

Disclaimer: This is not financial advice. Trading always carries high risks. Please always conduct your own research before making any investment decisions. Depending on the type of trade you make, each product carries different fees and costs. Double-check them to avoid anything unexpected.

Download Tonkeeper  tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2024-12-10 05:00:00+00:00,1920,0,0,-0.0010966289229424886,67d4738209cc510e4c1c6653
Tonkeeper News,tonkeeper_news,"Hey friends! Another week ended, time for another Tonkeeper Weekly Recap!

📈 $TON weekly range: $6.39 – $7.17

🌱 Ecosystem News:
1) The Open League Advent Calendar: Check out Days 1 and 2!

2) TON secures a $20m investment from Pantera Capital: Support for the TON ecosystem.

3) Trending Apps Center's Announcement: Meet Extended Streaks.

📢 Content not to miss:
1) New Education Hub Release: Manage your Collectibles in Tonkeeper.

2) Cubes? Integration with Tonkeeper: Exchange natively in your Tonkeeper Browser.

3) How to set up your Signer: A YouTube guide.

4) Find out more about Tonkeeper Pro and purchase a subscription right in the Tonkeeper Browser. Look out for a banner!

- Discord: Join us for community game nights and giveaways
- Twitter: Follow us for the latest updates on Tonkeeper and the TON ecosystem.
 - YouTube: Watch for upcoming videos and shorts featuring wallet tips and more.
- LinkedIn: Discover Web3 developments, TON API updates, and Tonkeeper news.

Check out the blog and follow us everywhere for the latest!

Download Tonkeeper  tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2024-12-07 11:00:49+00:00,1133,0,0,-0.20019597468042688,67d4738309cc510e4c1c6654
Tonkeeper News,tonkeeper_news,"❓ Exchange Cubes? in Tonkeeper

Cubes?, the clicker game by TON Punks, lets you break blocks and collect rewards. You can now exchange your question cubes for Mystery Packs!

📦  The base exchange rate is 1 pack for 50 cubes, but the rate can improve depending on your activity in the game. Additionally, the rate can be boosted if you burn $PUNK tokens, allowing you to receive more packs and a better rate.

The ability to open Mystery Packs will be available soon.

How to exchange cubes for Mystery Packs?

1. Open Tonkeeper.
2. Go to the Tonkeeper Browser section, and in the Games tab, select Cubes?

Download Tonkeeper  tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2024-12-06 10:00:00+00:00,693,0,0,-0.1312137757762144,67d4738309cc510e4c1c6655
Tonkeeper News,tonkeeper_news,"🖼 Education Hub: How to Manage Collectibles in Tonkeeper

What are collectibles? They’re unique tokens (like NFTs or SBTs) on a blockchain, collectible, tradable, and easy to manage in Tonkeeper.

Here’s what you can do:
✅ Open the 'Collectibles' tab and tap the 'Filtering icon'.  
✅ Hide unverified tokens or spam in the 'Collectibles' tab.  
✅ Send NFTs securely with a simple transfer.
✅ Trade or rent NFTs on marketplaces like Getgems.

Learn more about hiding tokens, managing spam, or sending NFTs on Telegraph.

Download Tonkeeper  tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2024-12-04 11:00:01+00:00,607,0,0,-0.13987949329102517,67d4738309cc510e4c1c6656
Tonkeeper News,tonkeeper_news,"If you’re reading this, it’s not too late—but it will be soon.
Today is the last day to grab Tonkeeper Black Friday deals! 🎁

Download Tonkeeper  tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2024-12-01 17:01:46+00:00,213,0,0,0.14219716851207687,67d4738309cc510e4c1c6657
Tonkeeper News,tonkeeper_news,"Hey friends! Another week ended, time for another Tonkeeper Weekly Recap!

📈 $TON weekly range: $5.40 – $6.58

🌱 Ecosystem News:
1) Galxe and TON integration. Compete for a $200,000 prize pool!

2) The New Year Season of The Open League launch! Support TON projects and follow the upcoming airdrops!

3) Bitcoin coming to TON with tgBTC.

📢 Content not to miss:
1) Special Black Friday offers from our partners. Enjoy exclusive promotions in Tonkeeper Browser and a discount on Tonkeeper Pro.

2) Optimise farming with SettleTON. Maximize your rewards with minimum time spent. As always, remember to DYOR.

- Discord: Join us for community game nights and giveaways
- Twitter: Follow us for the latest updates on Tonkeeper and the TON ecosystem.
-YouTube: Watch for upcoming videos and shorts featuring wallet tips and more.
- LinkedIn: Discover Web3 developments, TON API updates, and Tonkeeper news.

Check out the blog and follow us everywhere for the latest!

Download Tonkeeper  tonkeeper.com
Follow: en · ru · فارسی · 中文 · uz · twitter · discord",2024-11-30 11:00:00+00:00,1051,0,0,-0.1452880664310634,67d4738309cc510e4c1c6658
